name,born,died,geography,picture,wikipedia_url,non_person
World War II,1939,1945,Mayanmar,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Map_of_participants_in_World_War_II.png/280px-Map_of_participants_in_World_War_II.png,https://en.wikipedia.org/wiki/World_War_II,true
World War II,1939,1945,Bangladesh,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Map_of_participants_in_World_War_II.png/280px-Map_of_participants_in_World_War_II.png,https://en.wikipedia.org/wiki/World_War_II,true
World War II,1939,1945,Iraq,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Map_of_participants_in_World_War_II.png/280px-Map_of_participants_in_World_War_II.png,https://en.wikipedia.org/wiki/World_War_II,true
World War II,1939,1945,Thailand,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Map_of_participants_in_World_War_II.png/280px-Map_of_participants_in_World_War_II.png,https://en.wikipedia.org/wiki/World_War_II,true
Gautam Buddha,-563,-483,India,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Buddha_in_Sarnath_Museum_%28Dhammajak_Mutra%29.jpg/220px-Buddha_in_Sarnath_Museum_%28Dhammajak_Mutra%29.jpg,https://en.wikipedia.org/wiki/Gautama_Buddha,
Confucius,-551,-479,China,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/%E5%AD%94%E5%AD%90%E8%81%96%E8%B9%9F%E5%9C%96.png/220px-%E5%AD%94%E5%AD%90%E8%81%96%E8%B9%9F%E5%9C%96.png,https://en.wikipedia.org/wiki/Confucius,
Socrates,-470,-399,Greece,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Socrates_Louvre.jpg/220px-Socrates_Louvre.jpg,https://en.wikipedia.org/wiki/Socrates,
Plato,-424,-348,Greece,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Plato_Silanion_Musei_Capitolini_MC1377.jpg/220px-Plato_Silanion_Musei_Capitolini_MC1377.jpg,https://en.wikipedia.org/wiki/Plato,
Alexander the Great,-356,-323,Greece,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Alexander_the_Great_mosaic.jpg/270px-Alexander_the_Great_mosaic.jpg,https://en.wikipedia.org/wiki/Alexander_the_Great,
Aristotle,-384,-322,Greece,"https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Aristotle_Altemps_Inv8575.jpg/220px-Aristotle_Altemps_Inv8575.jpg","https://en.wikipedia.org/wiki/Aristotle",
Archimedes,-287,-212,Greece,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Domenico-Fetti_Archimedes_1620.jpg/220px-Domenico-Fetti_Archimedes_1620.jpg,https://en.wikipedia.org/wiki/Archimedes,
Julius Caesar,-100,-44,Italy,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Gaius_Iulius_Caesar_%28Vatican_Museum%29.jpg/220px-Gaius_Iulius_Caesar_%28Vatican_Museum%29.jpg","https://en.wikipedia.org/wiki/Julius_Caesar",
Cleopatra,69,30,Egypt,"https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Kleopatra-VII.-Altes-Museum-Berlin1.jpg/220px-Kleopatra-VII.-Altes-Museum-Berlin1.jpg","https://en.wikipedia.org/wiki/Cleopatra",
"Samudragupta Reign",335,380,India,"https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/SamudraguptaCoin.jpg/220px-SamudraguptaCoin.jpg","https://en.wikipedia.org/wiki/Samudragupta",
Chandragupta II Reign,380,415,India,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/ChandraguptaIIOnHorse.jpg/220px-ChandraguptaIIOnHorse.jpg,https://en.wikipedia.org/wiki/Chandragupta_II,
Gupta Empire,320,650,India,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/South_Asia_historical_AD450_EN.svg/280px-South_Asia_historical_AD450_EN.svg.png","https://en.wikipedia.org/wiki/Gupta_Empire",true
Kalidas,350,450,India,"https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Kalidas.jpg/220px-Kalidas.jpg","https://en.wikipedia.org/wiki/Kālidāsa",
Aryabhata,476,550,India,"","https://en.wikipedia.org/wiki/Aryabhata",
Varāhamihira,499,587,India,,https://en.wikipedia.org/wiki/Varāhamihira,
Ashoka Reign,-268,232,India,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Ashoka%27s_visit_to_the_Ramagrama_stupa_Sanchi_Stupa_1_Southern_gateway.jpg/299px-Ashoka%27s_visit_to_the_Ramagrama_stupa_Sanchi_Stupa_1_Southern_gateway.jpg,https://en.wikipedia.org/wiki/Ashoka,
Chandragupta Maurya,-340,-297,India,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Chandragupta_Maurya_and_Bhadrabahu.png/220px-Chandragupta_Maurya_and_Bhadrabahu.png,https://en.wikipedia.org/wiki/Chandragupta_Maurya,
Chanakya,-390,-310,India,https://upload.wikimedia.org/wikipedia/commons/c/cd/Chanakya_artistic_depiction.jpg,https://en.wikipedia.org/wiki/Chanakya,
Nanda Empire,-345,-321,India,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Nanda_Empire%2C_c.325_BCE.png/250px-Nanda_Empire%2C_c.325_BCE.png,https://en.wikipedia.org/wiki/Nanda_Empire,true
Pallava dynasty,275,897,India,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Pallava_territories.png/250px-Pallava_territories.png,https://en.wikipedia.org/wiki/Pallava_dynasty,true
Harshavardhana,590,647,India,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Harshavardhana_Circa_AD_606-647.jpg/300px-Harshavardhana_Circa_AD_606-647.jpg,https://en.wikipedia.org/wiki/Harsha,
Chalukya dynasty,543,753,India,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Badami-chalukya-empire-map.svg/250px-Badami-chalukya-empire-map.svg.png,https://en.wikipedia.org/wiki/Chalukya_dynasty,true
Rashtrakuta dynasty,753,982,India,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Indian_Rashtrakuta_Empire_map.svg/250px-Indian_Rashtrakuta_Empire_map.svg.png,https://en.wikipedia.org/wiki/Rashtrakuta_dynasty,true
Adi Shankara,788,820,India,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Raja_Ravi_Varma_-_Sankaracharya.jpg/220px-Raja_Ravi_Varma_-_Sankaracharya.jpg,https://en.wikipedia.org/wiki/Adi_Shankara,
Madhvacharya,1238,1317,India,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Shri_Madhvacharya.jpg/220px-Shri_Madhvacharya.jpg,https://en.wikipedia.org/wiki/Madhvacharya,
Mahavira,-497,-425,India,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Mahavir.jpg/220px-Mahavir.jpg,https://en.wikipedia.org/wiki/Mahavira,
Gurjara-Pratihara,650,1036,India,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Indian_Kanauj_triangle_map.svg/250px-Indian_Kanauj_triangle_map.svg.png,https://en.wikipedia.org/wiki/Gurjara-Pratihara,true
Pala Empire,700,1100,India,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Asia_800ad.jpg/250px-Asia_800ad.jpg,https://en.wikipedia.org/wiki/Pala_Empire,true
Chola dynasty,-300,1279,India,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Rajendra_map_new.svg/250px-Rajendra_map_new.svg.png,https://en.wikipedia.org/wiki/Chola_dynasty,true
Sikh Empire,1799,1849,India,"https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Sikh_Empire_tri-lingual.jpg/250px-Sikh_Empire_tri-lingual.jpg","https://en.wikipedia.org/wiki/Sikh_Empire",true
Guru Gobind Singh,1666,1708,India,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Guru_Gobind_Singh.jpg/220px-Guru_Gobind_Singh.jpg,https://en.wikipedia.org/wiki/Guru_Gobind_Singh,
French Revolution,1789,1799,France,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Prise_de_la_Bastille.jpg/240px-Prise_de_la_Bastille.jpg,https://en.wikipedia.org/wiki/French_Revolution,true
Maximilien Robespierre,1758,1794,France,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Robespierre_crop.jpg/220px-Robespierre_crop.jpg,https://en.wikipedia.org/wiki/Maximilien_Robespierre,
Jean-Paul Marat,1743,1793,France,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Jean-Paul_Marat_portre.jpg/220px-Jean-Paul_Marat_portre.jpg,https://en.wikipedia.org/wiki/Jean-Paul_Marat,
Georges Danton,1759,1794,France,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Georges_Danton.jpg/220px-Georges_Danton.jpg,https://en.wikipedia.org/wiki/Georges_Danton,
Charlotte Corday,1768,1793,France,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Charlotte_Corday.PNG/220px-Charlotte_Corday.PNG,https://en.wikipedia.org/wiki/Charlotte_Corday,
Napoleon III,1808,1873,France,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Napoleon_III_Flandrin.jpg/233px-Napoleon_III_Flandrin.jpg","https://en.wikipedia.org/wiki/Napoleon_III",
Crimean War,1853,1856,Turkey,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Panorama_dentro.JPG/305px-Panorama_dentro.JPG,https://en.wikipedia.org/wiki/Crimean_War,true
Lakshmibai of Jhansi,1828,1858,India,"https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Rani_of_Jhansi%2C_watercolour_on_ivory%2C_c._1857.png/220px-Rani_of_Jhansi%2C_watercolour_on_ivory%2C_c._1857.png","https://en.wikipedia.org/wiki/Rani_of_Jhansi",
American Revolution,1765,1783,USA,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Eug%C3%A8ne_Delacroix_-_Le_28_Juillet._La_Libert%C3%A9_guidant_le_peuple.jpg/250px-Eug%C3%A8ne_Delacroix_-_Le_28_Juillet._La_Libert%C3%A9_guidant_le_peuple.jpg,https://en.wikipedia.org/wiki/American_Revolution,true
Benjamin Franklin,1706,1790,USA,"https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Benjamin_Franklin_by_Joseph_Duplessis_1778.jpg/220px-Benjamin_Franklin_by_Joseph_Duplessis_1778.jpg","https://en.wikipedia.org/wiki/Benjamin_Franklin",
Alexander Hamilton,1755,1804,USA,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Alexander_Hamilton_portrait_by_John_Trumbull_1806.jpg/220px-Alexander_Hamilton_portrait_by_John_Trumbull_1806.jpg,https://en.wikipedia.org/wiki/Alexander_Hamilton,
James Madison,1751,1836,USA,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/James_Madison.jpg/220px-James_Madison.jpg,https://en.wikipedia.org/wiki/James_Madison,
Theodore Roosevelt,1858,1919,USA,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/President_Roosevelt_-_Pach_Bros.tif/lossy-page1-220px-President_Roosevelt_-_Pach_Bros.tif.jpg,https://en.wikipedia.org/wiki/Theodore_Roosevelt,
John Adams,1735,1826,USA,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Johnadamsvp.flipped.jpg/220px-Johnadamsvp.flipped.jpg,https://en.wikipedia.org/wiki/John_Adams,
Franklin D. Roosevelt,1882,1945,USA,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/FDR_1944_Color_Portrait.tif/lossy-page1-220px-FDR_1944_Color_Portrait.tif.jpg,https://en.wikipedia.org/wiki/Franklin_D._Roosevelt,
Andrew Jackson,1767,1845,USA,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Andrew_jackson_head.jpg/220px-Andrew_jackson_head.jpg,https://en.wikipedia.org/wiki/Andrew_Jackson,
Thomas Jefferson,1743,1826,USA,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Official_Presidential_portrait_of_Thomas_Jefferson_%28by_Rembrandt_Peale%2C_1800%29.jpg/220px-Official_Presidential_portrait_of_Thomas_Jefferson_%28by_Rembrandt_Peale%2C_1800%29.jpg,https://en.wikipedia.org/wiki/Thomas_Jefferson,
Nikola Tesla,1856,1891,Austria,"https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/N.Tesla.JPG/220px-N.Tesla.JPG","https://en.wikipedia.org/wiki/Nikola_Tesla",
Nikola Tesla,1891,1943,USA,"https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/N.Tesla.JPG/220px-N.Tesla.JPG","https://en.wikipedia.org/wiki/Nikola_Tesla",
Alessandro Volta,1745,1827,Italy,"https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Alessandro_Volta.jpeg/220px-Alessandro_Volta.jpeg","https://en.wikipedia.org/wiki/Alessandro_Volta",
Gregor Mendel,1822,1884,Austria,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Gregor_Mendel_2.jpg/240px-Gregor_Mendel_2.jpg,https://en.wikipedia.org/wiki/Gregor_Mendel,
Dmitri Mendeleev,1834,1907,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/DIMendeleevCab.jpg/220px-DIMendeleevCab.jpg,https://en.wikipedia.org/wiki/Dmitri_Mendeleev,
Marie Curie,1867,1934,France,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Marie_Curie_c1920.jpg/220px-Marie_Curie_c1920.jpg,https://en.wikipedia.org/wiki/Marie_Curie,
Srinivasa Ramanujan,1887,1920,India,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Srinivasa_Ramanujan_-_OPC_-_1.jpg/220px-Srinivasa_Ramanujan_-_OPC_-_1.jpg,https://en.wikipedia.org/wiki/Srinivasa_Ramanujan,
Spartacus,-111,-71,Greece,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Tod_des_Spartacus_by_Hermann_Vogel.jpg/220px-Tod_des_Spartacus_by_Hermann_Vogel.jpg,https://en.wikipedia.org/wiki/Spartacus,
First Boer War,1880,1881,South Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Boers_1881.png/300px-Boers_1881.png,https://en.wikipedia.org/wiki/First_Boer_War,true
First Boer War,1880,1881,England,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Boers_1881.png/300px-Boers_1881.png,https://en.wikipedia.org/wiki/First_Boer_War,true
Second Boer War,1899,1902,South Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Boers_at_Spion_Kop%2C_1900_-_Project_Gutenberg_eText_16462.jpg/300px-Boers_at_Spion_Kop%2C_1900_-_Project_Gutenberg_eText_16462.jpg,https://en.wikipedia.org/wiki/Second_Boer_War,true
Second Boer War,1899,1902,England,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Boers_at_Spion_Kop%2C_1900_-_Project_Gutenberg_eText_16462.jpg/300px-Boers_at_Spion_Kop%2C_1900_-_Project_Gutenberg_eText_16462.jpg,https://en.wikipedia.org/wiki/Second_Boer_War,true
First Opium War,1839,1842,China,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Destroying_Chinese_war_junks%2C_by_E._Duncan_%281843%29.jpg/300px-Destroying_Chinese_war_junks%2C_by_E._Duncan_%281843%29.jpg,https://en.wikipedia.org/wiki/First_Opium_War,true
First Opium War,1839,1842,England,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Destroying_Chinese_war_junks%2C_by_E._Duncan_%281843%29.jpg/300px-Destroying_Chinese_war_junks%2C_by_E._Duncan_%281843%29.jpg,https://en.wikipedia.org/wiki/First_Opium_War,true
Second Opium War,1856,1860,China,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/La_bataille_de_Palikiao.jpg/300px-La_bataille_de_Palikiao.jpg,https://en.wikipedia.org/wiki/Second_Opium_War,true
Second Opium War,1856,1860,China,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/La_bataille_de_Palikiao.jpg/300px-La_bataille_de_Palikiao.jpg,https://en.wikipedia.org/wiki/Second_Opium_War,true
Seven Years War,1756,1763,France,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Seven_Years%27_War_Collage.jpg/300px-Seven_Years%27_War_Collage.jpg,https://en.wikipedia.org/wiki/Seven_Years%27_War,true
Seven Years War,1756,1763,England,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Seven_Years%27_War_Collage.jpg/300px-Seven_Years%27_War_Collage.jpg,https://en.wikipedia.org/wiki/Seven_Years%27_War,true
Battle of Plassey,1757,1757,India,"https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Clive.jpg/300px-Clive.jpg","https://en.wikipedia.org/wiki/Battle_of_Plassey",true
Battle of Buxar,1764,1764,India,,https://en.wikipedia.org/wiki/Battle_of_Buxar,true
First Anglo-Mysore War,1766,1769,India,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Anglo-Mysore_War_1_and_2.png/300px-Anglo-Mysore_War_1_and_2.png","https://en.wikipedia.org/wiki/First_Anglo-Mysore_War",true
Second Anglo-Mysore War,1780,1784,India,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/SiegeOfCuddalore1783.jpg/300px-SiegeOfCuddalore1783.jpg,https://en.wikipedia.org/wiki/Second_Anglo-Mysore_War,true
Third Anglo-Mysore War,1790,1792,India,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Anglo-Mysore_War_3.png/300px-Anglo-Mysore_War_3.png,https://en.wikipedia.org/wiki/Third_Anglo-Mysore_War,true
Fourth Anglo-Mysore War,1798,1799,India,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Anglo-Mysore_War_4.png/300px-Anglo-Mysore_War_4.png,https://en.wikipedia.org/wiki/Fourth_Anglo-Mysore_War,true
Louis XVI of France,1754,1793,France,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Antoine-Fran%C3%A7ois_Callet_-_Louis_XVI%2C_roi_de_France_et_de_Navarre_%281754-1793%29%2C_rev%C3%AAtu_du_grand_costume_royal_en_1779_-_Google_Art_Project.jpg/220px-Antoine-Fran%C3%A7ois_Callet_-_Louis_XVI%2C_roi_de_France_et_de_Navarre_%281754-1793%29%2C_rev%C3%AAtu_du_grand_costume_royal_en_1779_-_Google_Art_Project.jpg,https://en.wikipedia.org/wiki/Louis_XVI_of_France,
Marie Antoinette,1755,1793,France,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Marie_Antoinette_Adult.jpg/220px-Marie_Antoinette_Adult.jpg,https://en.wikipedia.org/wiki/Marie_Antoinette,
James Watt,1736,1819,England,"https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Watt_James_von_Breda.jpg/220px-Watt_James_von_Breda.jpg","https://en.wikipedia.org/wiki/James_Watt",
First Anglo-Maratha War,1775,1782,India,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Maratha_British_Treaty.JPG/220px-Maratha_British_Treaty.JPG,https://en.wikipedia.org/wiki/First_Anglo-Maratha_War,true
Second Anglo-Maratha War,1803,1805,India,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Battle_of_Assaye.jpeg/300px-Battle_of_Assaye.jpeg,https://en.wikipedia.org/wiki/Second_Anglo-Maratha_War,true
Third Anglo-Maratha War,1817,1818,India,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Indian_Camp_Scene.jpg/300px-Indian_Camp_Scene.jpg,https://en.wikipedia.org/wiki/Third_Anglo-Maratha_War,true
Sepoy Mutiny,1857,1858,India,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Indian_Rebellion_of_1857.jpg/220px-Indian_Rebellion_of_1857.jpg,https://en.wikipedia.org/wiki/Indian_Rebellion_of_1857,true
Bahadur Shah Zafar,1775,1862,India,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Bahadur_Shah_II.jpg/220px-Bahadur_Shah_II.jpg,https://en.wikipedia.org/wiki/Bahadur_Shah_Zafar,
Wajid Ali Shah,1822,1887,India,https://upload.wikimedia.org/wikipedia/commons/2/23/Washah1.jpg,https://en.wikipedia.org/wiki/Wajid_Ali_Shah,
Begum Hazrat Mahal,1820,1879,India,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Begum_hazrat_mahal.jpg/210px-Begum_hazrat_mahal.jpg,https://en.wikipedia.org/wiki/Begum_Hazrat_Mahal,
Nana Sahib,1824,1859,India,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Nana_Sahib%2C_watercolour_on_ivory%2C_c._1857.png/220px-Nana_Sahib%2C_watercolour_on_ivory%2C_c._1857.png,https://en.wikipedia.org/wiki/Nana_Sahib,
Balaji Baji Rao,1720,1761,India,"https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Painting_at_Prince_of_Wales_museum.jpg/250px-Painting_at_Prince_of_Wales_museum.jpg","https://en.wikipedia.org/wiki/Balaji_Baji_Rao",
Great Bengal famine of 1770 - Chhiattorer monnontor,1769,1773,India,,https://en.wikipedia.org/wiki/Great_Bengal_famine_of_1770,true
First Anglo-Afghan War,1839,1842,Afghanistan,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Britattack.jpg/300px-Britattack.jpg,https://en.wikipedia.org/wiki/First_Anglo-Afghan_War,true
Second Anglo-Afghan War,1878,1880,Afghanistan,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Battle_in_Afghanistan.jpg/300px-Battle_in_Afghanistan.jpg,https://en.wikipedia.org/wiki/Second_Anglo-Afghan_War,true
Third Anglo-Afghan War,1919,1919,Afghanistan,,https://en.wikipedia.org/wiki/Third_Anglo-Afghan_War,true
First Anglo-Sikh War,1845,1846,India,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Punjab_map_%28topographic%29_with_cities.png/300px-Punjab_map_%28topographic%29_with_cities.png,https://en.wikipedia.org/wiki/First_Anglo-Sikh_War,true
Second Anglo-Sikh War,1848,1849,India,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Punjab_map_%28topographic%29_with_cities.png/300px-Punjab_map_%28topographic%29_with_cities.png,https://en.wikipedia.org/wiki/Second_Anglo-Sikh_War,true
Santhal rebellion,1855,1855,India,"https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Attack_by_600_Santhals_upon_a_party_of_50_sepoys%2C_40th_regiment_native_infantry.jpg/350px-Attack_by_600_Santhals_upon_a_party_of_50_sepoys%2C_40th_regiment_native_infantry.jpg","https://en.wikipedia.org/wiki/Santhal_rebellion",true
American Civil War,1861,1865,USA,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/US_Secession_map_1861.svg/250px-US_Secession_map_1861.svg.png,https://en.wikipedia.org/wiki/American_Civil_War,true
July Revolution,1830,1830,France,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Lar7_cogniet_001z.jpg/220px-Lar7_cogniet_001z.jpg,https://en.wikipedia.org/wiki/July_Revolution,true
Russian Revolution,1917,1917,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Russian_Revolution_of_1917.jpg/300px-Russian_Revolution_of_1917.jpg,https://en.wikipedia.org/wiki/Russian_Revolution,true
Irish revolution,1911,1927,Ireland,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Birth_of_the_Irish_Republic.jpg/270px-Birth_of_the_Irish_Republic.jpg,https://en.wikipedia.org/wiki/Irish_revolutionary_period,true
French Revolution of 1848 - February revolution,1848,1848,France,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Lar9_philippo_001z.jpg/240px-Lar9_philippo_001z.jpg,https://en.wikipedia.org/wiki/French_Revolution_of_1848,true
Russo-Japanese War,1904,1905,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/RUSSOJAPANESEWARIMAGE.jpg/300px-RUSSOJAPANESEWARIMAGE.jpg,https://en.wikipedia.org/wiki/Russo-Japanese_War,true
